intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
2637000,0.004102990188298776,0.9992421371731717,0.004102990188298776,0.004102990188298776,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003446605.1 Anaerolineaceae bacterium, ASM344660v1",e2f63072aa4d6cf99627ceae55a5e673,0.9992421371731717,2637000,0,76095000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8375355328231627,0.9999755438426039,0.9187555383328834,0.9999755438426039,False,,2637,642702
2531000,0.003938061496618962,0.9813881349360217,0.003938061496618962,0.003938061496618962,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_002503885.1 Methanoculleus marisnigri, ASM250388v1",1f16c607be0bf2f7ccb4d539760b1cf0,0.9813881349360217,2531000,1,73564000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8364278167408193,0.9993941434331164,0.9179109800869678,0.9993941434331164,False,,5168,642702
2488000,0.003871156461314886,0.9983948635634029,0.003871156461314886,0.003871156461314886,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003451675.1 Candidatus Atribacteria bacterium, ASM345167v1",ca3d342e807c0e574e8473fdb1924dc4,0.9983948635634029,2488000,2,71076000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8359656074909111,0.9999481811475375,0.9179568943192242,0.9999481811475375,False,,7656,642702
2409000,0.003748237908081817,0.9987557030277893,0.003746681977028234,0.003746681977028234,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003513005.1 Desulfotomaculum sp., ASM351300v1",24c8b18eab95860b643a5a3c49202e1b,0.9991704686851929,2408000,3,68668000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8350959156948288,0.99997323017876,0.9175345729367944,0.99997323017876,False,,10064,642702
2393000,0.0037233430112244867,0.9962421711899792,0.0037124514938494044,0.0037124514938494044,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001509375.1 Methanosaeta harundinacea, ASM150937v1",37b5cb0766725668b9c0c50b660f6425,0.9991649269311065,2386000,4,66282000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8349164186027046,0.9999730512683932,0.9174447349355489,0.9999730512683932,False,,12450,642702
2344000,0.003647102389598912,0.6643990929705216,0.003647102389598912,0.003647102389598912,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_002305765.1 Deltaproteobacteria bacterium UBA1386, ASM230576v1",a12948742a3b08a54580619a009e2576,0.6643990929705216,2344000,5,63938000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8343593937448266,0.9868971714053832,0.9106282825751049,0.9868971714053832,False,,14794,642702
2220000,0.003454166938954601,0.9995497523638001,0.003454166938954601,0.003454166938954601,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003453535.1 Coriobacteriia bacterium, ASM345353v1",a75f981786d5e265856c0d291d0d659a,0.9995497523638001,2220000,6,61718000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.832897809876373,0.9999854727175187,0.9164416412969458,0.9999854727175187,False,,17014,642702
2145000,0.0033374721099358644,0.7471264367816092,0.0033374721099358644,0.0033374721099358644,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_002752635.1 Mesotoga sp. Brook.08.105.5.1 strain=Brook.08.105.5.1, ASM275263v1",c1f9190232fc14127b6a784e95c6326b,0.7471264367816092,2145000,7,59573000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8319749429829897,0.9906401800272713,0.9113075615051305,0.9906401800272713,False,,19159,642702
2151000,0.0033468076962573636,0.9740620657711904,0.003272123005685372,0.003272123005685372,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003513845.1 Candidatus Atribacteria bacterium, ASM351384v1",891ce795bc9a1a171d7abc396f664ff2,0.9962945808244558,2103000,8,57470000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.8320499126142943,0.9998802555168115,0.9159650840655529,0.9998802555168115,False,,21262,642702
2033000,0.003163207831934551,0.8284433577832111,0.003163207831934551,0.003163207831934551,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001316325.1 Methanobacterium formicicum JCM 10132 strain=JCM 10132, ASM131632v1",8fe56d30d5cc53293d461e33583b8d43,0.8284433577832111,2033000,9,55437000,hu/SRR1976948.abundtrim.fq.gz,SRR1976948.22474 22474/1,2011e1ae,642702000,31,DNA,1000,642702,False,0.830536950522313,0.9939472049462256,0.9122420777342692,0.9939472049462256,False,,23295,642702
