intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
2069000,0.004004629808846186,0.9995169082125603,0.004004629808846186,0.004004629808846186,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003510135.1 Pseudothermotoga sp., ASM351013v1",6681d4f6cafc9a18e3bd23d303532776,0.9995169082125603,2069000,0,36692000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8368802184355216,0.9999844127500672,0.9184323155927945,0.9999844127500672,False,,2069,516652
2015000,0.0039001107128202347,0.999008428358949,0.0039001107128202347,0.0039001107128202347,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003509545.1 Peptococcaceae bacterium, ASM350954v1",8462aaef64542b097eab529bf0cebafa,0.999008428358949,2015000,1,34677000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8361665775787038,0.9999679984613045,0.9180672880200041,0.9999679984613045,False,,4084,516652
1967000,0.0038072048496860557,0.9639684106614018,0.00378010730627192,0.00378010730627192,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001507915.1 Desulfonauticus sp. 38_4375, ASM150791v1",8212f52a85d740750046ba02dea0a320,0.9708785784797631,1953000,2,32724000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8355165178637559,0.999047103764574,0.9172818108141649,0.999047103764574,False,,6037,516652
1906000,0.0036891369819530362,0.8894073728418106,0.0036891369819530362,0.0036891369819530362,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000008665.1 Archaeoglobus fulgidus DSM 4304 strain=DSM 4304, ASM866v1",cee0a3fb7b00990a22be02b2b0a78418,0.8894073728418106,1906000,3,30818000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8346678828529351,0.9962264953316285,0.9154471890922818,0.9962264953316285,False,,7943,516652
1901000,0.003679459287876559,0.8973995271867612,0.0036736526714306727,0.0036736526714306727,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000504085.1 Pseudothermotoga elfii DSM 9442 = NBRC 107921 strain=NBRC 107921, ASM50408v1",8d71a8044a3ad8e93cb730df7ede0f73,0.8988179669030733,1898000,4,28920000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8345971614313146,0.9965647929360277,0.9155809771836712,0.9965647929360277,False,,9841,516652
1873000,0.003625264201048288,0.744435612082671,0.003625264201048288,0.003625264201048288,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_004345675.1 Caldanaerobacter subterraneus strain=DSM 13054, ASM434567v1",a445f5cf12d4929e86d85fc582df3e90,0.744435612082671,1873000,5,27047000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8341977639033781,0.9905248868735105,0.9123613253884443,0.9905248868735105,False,,11714,516652
1855000,0.0035904245023729705,0.9187716691431401,0.0035904245023729705,0.0035904245023729705,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000430485.1 Thermococcus sp. PK strain=PK, ASM43048v1",3a166fba0d7d8588895c4818540a6dca,0.9187716691431401,1855000,6,25192000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8339379456503561,0.9972709035706656,0.9156044246105108,0.9972709035706656,False,,13569,516652
1748000,0.0033833218491363627,0.5262048192771084,0.003381386310321067,0.003381386310321067,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_014360195.1 Firmicutes bacterium, ASM1436019v1",c0b5b9c55ded9c7db7b00d80692edea2,0.5265060240963856,1747000,7,23445000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8323412094448496,0.9795193305862354,0.9059302700155425,0.9795193305862354,False,,15316,516652
1743000,0.0033736441550598854,0.9988532110091743,0.0033717086162445902,0.0033717086162445902,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001508005.1 Clostridia bacterium 41_269, ASM150800v1",3c08326f023a168236dc553ce5a99612,0.9994266055045872,1742000,8,21703000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.832264301698285,0.9999814982695816,0.9161228999839333,0.9999814982695816,False,,17058,516652
1665000,0.003222672127466844,0.31907957813998084,0.003220736588651549,0.003220736588651549,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_001422815.1 Methylobacterium sp. Leaf91 strain=Leaf91, Leaf91",7a38bf75a776e41cf702d99097dda94a,0.3192713326941515,1664000,9,20039000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8310360714801979,0.9638404727714686,0.8974382721258332,0.9638404727714686,False,,18722,516652
1521000,0.002943954538064306,0.8651877133105802,0.002943954538064306,0.002943954538064306,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000734015.1 Thermodesulfobacterium commune DSM 2178 strain=DSM 2178, ASM73401v1",9455dfedc0c3be4c58ba4a958d514a7a,0.8651877133105802,1521000,10,18518000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8286146665913132,0.9953396421644505,0.9119771543778818,0.9953396421644505,False,,20243,516652
1507000,0.0029168569946501706,0.7920212765957447,0.0028820172959748533,0.0028820172959748533,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000022545.1 Thermococcus sibiricus MM 739 strain=MM 739, ASM2254v1",161fcfe368a85cd67b8227b703809a6e,0.801595744680851,1489000,11,17029000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8283675332133155,0.9928914872329119,0.9106295102231137,0.9928914872329119,False,,21732,516652
1365000,0.0026420104828782237,0.4873078298176618,0.002638139405247633,0.002638139405247633,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000305935.1 Thermacetogenium phaeum DSM 12270 strain=DSM 12270, ASM30593v1",790db3f7bb5c341ce60d97b7cbcda942,0.48802288165892027,1363000,12,15666000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8257272136349962,0.977124006488426,0.9014256100617111,0.977124006488426,False,,23095,516652
1357000,0.0026265261723558606,0.9861918604651163,0.0026265261723558606,0.0026265261723558606,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001507955.1 Methanobacteriaceae archaeon 41_258, ASM150795v1",120256cdf2fefe58777f9a52cdb4868f,0.9861918604651163,1357000,13,14309000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8255706586709597,0.9995515728748523,0.912561115772906,0.9995515728748523,False,,24452,516652
1349000,0.002611041861833497,0.38789625360230545,0.002605235245387611,0.002605235245387611,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_013178415.1 Firmicutes bacterium, ASM1317841v1",8d74973120a6483f07e38e1f80d38c65,0.3887608069164265,1346000,14,12963000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8254132079715178,0.969982615731073,0.8976979118512954,0.969982615731073,False,,25798,516652
1347000,0.0026071707842029064,0.994060876020787,0.0025916864736805433,0.0025916864736805433,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001508835.1 bacterium 42_11, ASM150883v1",5f5ed3caee9300a570d45b699238137d,1.0,1339000,15,11624000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8253737041136019,1.0,0.912686852056801,1.0,False,,27137,516652
1329000,0.002572331085527589,0.7462014631401238,0.002566524469081703,0.002566524469081703,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000016785.1 Thermotoga petrophila RKU-1 strain=RKU-1, ASM1678v1",745322649f94665adf60b2ee985746ca,0.7478897017445132,1326000,16,10298000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.825015593127902,0.9906728103130104,0.9078442017204562,0.9906728103130104,False,,28463,516652
1308000,0.0025316847704063856,0.635007458975634,0.0024716830671322283,0.0024716830671322283,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_002895525.1 Petrotoga olearia DSM 13574 strain=DSM 13574, ASM289552v1",50b39d0097a3c0fed4aefcfef6c0dea4,0.6504226752859275,1277000,17,9021000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8245918162654309,0.9862205641768431,0.905406190221137,0.9862205641768431,False,,29740,516652
990000,0.0019161834271424478,0.5689655172413793,0.0019161834271424478,0.0019161834271424478,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_001508935.1 Synergistales bacterium 54_24, ASM150893v1",8984622a9ac69cf9068ab72c5d82efe8,0.5689655172413793,990000,18,8031000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.817215659484052,0.9819729998180017,0.8995943296510268,0.9819729998180017,False,,30730,516652
888000,0.0017187584679823169,0.33221099887766553,0.0017187584679823169,0.0017187584679823169,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_014360055.1 Firmicutes bacterium, ASM1436005v1",03018884c1f8d554e35bf8f6b5106ed1,0.33221099887766553,888000,19,7143000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.814354278214833,0.9650765036810388,0.8897153909479358,0.9650765036810388,False,,31618,516652
822000,0.0015910129061728203,0.5712300208478109,0.0015910129061728203,0.0015910129061728203,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000711905.1 Methermicoccus shengliensis DSM 18856 strain=DSM 18856, ASM71190v1",9ecffe39761c99cf1b8acd33544b7ec1,0.5712300208478109,822000,20,6321000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8123279750196554,0.9820988314771893,0.8972134032484224,0.9820988314771893,False,,32440,516652
819000,0.001585206289726934,0.5695410292072323,0.001585206289726934,0.001585206289726934,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCA_003446665.1 Synergistaceae bacterium, ASM344666v1",5453bafab57a7f675eee8698220d06a6,0.5695410292072323,819000,21,5502000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8122321702220379,0.9820050251612235,0.8971185976916307,0.9820050251612235,False,,33259,516652
678000,0.0013122953167702825,0.2094808126410835,0.0008980900102970665,0.0008980900102970665,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000246985.2 Thermococcus litoralis DSM 5473 strain=DSM 5473, ASM24698v3",264cc64c7df71de381a262e0673e0833,0.3060948081264108,464000,22,5038000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8072968850058592,0.9625309620392468,0.8849139235225529,0.9625309620392468,False,,33723,516652
412000,0.0007974419919017056,0.1411401098901099,0.0007955064530864102,0.0007955064530864102,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_017301615.1 Koleobacter methoxysyntrophicus strain=NRmbB1, ASM1730161v1",51613148ef308cddf75028d1fa474876,0.14148351648351648,411000,23,4627000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.7944284884740466,0.9388655730847429,0.8666470307793948,0.9388655730847429,False,,34134,516652
967000,0.0018716660343906536,0.1785132935431362,0.0006367922702321873,0.0006367922702321873,,,,/group/ctbrowngrp/sourmash-db/gtdb-rs207/gtdb-rs207.genomic-reps.dna.k31.zip,"GCF_000008545.1 Thermotoga maritima MSB8 strain=MSB8, ASM854v1",a9e001bd4645dff155981deaaf919ee1,0.5246880086814976,329000,24,4298000,hu/SRR1977357.abundtrim.fq.gz,SRR1977357.27455 HWI-ST1144:352:H78FVADXX:1:1101:16989:4774/2,b7975556,516652000,31,DNA,1000,516652,False,0.8165962221990848,0.9794100426584343,0.8980031324287596,0.9794100426584343,False,,34463,516652
